“thread”,,,,,,,,,,
100,100,0,0,13.269702,0.132697,1.071295,8.174093,0.081741,0.133432,1.088888
200,200,0,0,51.056382,0.255282,1.230558,12.243929,0.06122,0.156484,1.255199
300,300,0,0,78.80025,0.262668,1.295086,26.888108,0.089627,0.186453,1.301849
400,400,0,0,179.710163,0.449275,1.512315,39.072175,0.09768,0.397572,1.557661
500,500,0,0,301.986223,0.603972,1.599782,55.638447,0.111277,0.375031,1.626023
600,600,13,0,570.370586,0.950618,3.069756,77.707207,0.129512,0.529401,3.107342
700,700,10,0,587.677239,0.839539,3.220399,72.255923,0.103223,0.467796,3.249348
800,800,4,0,779.402877,0.974254,4.781543,103.914501,0.129893,0.555404,4.7993
900,900,86,0,1233.975989,1.371084,7.270438,109.321995,0.121469,0.356149,7.285339
1000,1000,20,0,1905.207033,1.905207,6.41414,124.242814,0.124243,0.841951,6.436271
,,,,,,,,,,
,,,,,,,,,,
multithread,,,,,,,,,,
